,fname,class_num,label,pred_num,pred_label,prob,prob_all,correct,Status,pixel size,Single tick,Sex,Lifestage,Feed-Stage,Species,Identifier_initials,ID_date,re-cropped
23,Amblyomma_americanum_f_a_iNat_unk_unfed_26024586.jpg,0,Amblyomma,0,Amblyomma,99.87,[9.9867755e-01 7.1655394e-04 6.0589978e-04],1,Augment,25.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/11/2020,TRUE
24,Amblyomma_americanum_f_a_iNat_unk_unfed_26321959.jpg,0,Amblyomma,0,Amblyomma,66.75,[0.6674764  0.30923253 0.02329097],1,Augment,30.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/11/2020,TRUE
25,Amblyomma_americanum_f_a_iNat_unk_unfed_26522672.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999905e-01 9.1776957e-07 2.9122654e-10],1,Augment,75.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/11/2020,FALSE
26,Amblyomma_americanum_f_a_iNat_unk_unfed_26900184.jpg,0,Amblyomma,1,Dermacentor,57.3,[4.2700094e-01 5.7298845e-01 1.0588793e-05],0,Augment,90.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/11/2020,FALSE
27,Amblyomma_americanum_f_a_iNat_unk_unfed_27240230.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999845e-01 1.5928742e-06 1.8322194e-08],1,Augment,30.0,FALSE,f,a,unfed,Amblyomma americanum,XL,8/11/2020,TRUE
28,Amblyomma_americanum_f_a_iNat_unk_unfed_27279459.jpg,0,Amblyomma,0,Amblyomma,99.7,[9.9698645e-01 2.9726657e-03 4.0830015e-05],1,Augment,130.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/11/2020,FALSE
29,Amblyomma_americanum_f_a_iNat_unk_unfed_27926585.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.999957e-01 4.293335e-06 4.344372e-11],1,Augment,74.0,TRUE,f,a,unfed,Amblyomma americanum,TZ,08/03/2020,TRUE
30,Amblyomma_americanum_f_a_iNat_unk_unfed_28088352.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999964e-01 3.7690793e-07 4.4497575e-10],1,Augment,130.0,TRUE,f,a,unfed,Amblyomma americanum,TZ,08/03/2020,FALSE
31,Amblyomma_americanum_f_a_iNat_unk_unfed_28674812.jpg,0,Amblyomma,0,Amblyomma,100.0,[1.0000000e+00 4.7923693e-10 2.6536502e-09],1,Augment,53.0,TRUE,f,a,unfed,Amblyomma americanum,TZ,08/07/2020,TRUE
32,Amblyomma_americanum_f_a_iNat_unk_unfed_29014506.jpg,0,Amblyomma,0,Amblyomma,96.45,[9.6451366e-01 2.7562832e-04 3.5210721e-02],1,Augment,36.0,TRUE,f,a,unfed,Amblyomma americanum,TZ,8/10/2020,TRUE
33,Amblyomma_americanum_f_a_iNat_unk_unfed_290898.jpg,0,Amblyomma,0,Amblyomma,99.98,[9.9976236e-01 2.3770463e-04 1.2269233e-09],1,Augment,40.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/7/2020,TRUE
34,Amblyomma_americanum_f_a_iNat_unk_unfed_29726823.jpg,0,Amblyomma,0,Amblyomma,99.94,[9.9943036e-01 5.6961516e-04 4.1370111e-08],1,Augment,42.0,TRUE,f,a,unfed,Amblyomma americanum,TZ,8/10/2020,TRUE
35,Amblyomma_americanum_f_a_iNat_unk_unfed_30558871.jpg,0,Amblyomma,0,Amblyomma,99.63,[9.9633563e-01 3.6643632e-03 8.2261238e-09],1,Keep,32.0,TRUE,f,a,unfed,Amblyomma americanum,TZ,8/10/2020,TRUE
36,Amblyomma_americanum_f_a_iNat_unk_unfed_3121246.jpg,0,Amblyomma,0,Amblyomma,99.99,[9.9994230e-01 5.7572037e-05 1.0184537e-07],1,Augment,35.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/7/2020,TRUE
37,Amblyomma_americanum_f_a_iNat_unk_unfed_3291670.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999881e-01 1.2023133e-06 5.9248773e-08],1,Augment,20.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/7/2020,TRUE
38,Amblyomma_americanum_f_a_iNat_unk_unfed_3707028.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9997568e-01 2.1626236e-05 2.7048022e-06],1,Augment,90.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/7/2020,FALSE
39,Amblyomma_americanum_f_a_iNat_unk_unfed_39577481.jpg,0,Amblyomma,1,Dermacentor,97.92,[2.0795500e-02 9.7919476e-01 9.7028324e-06],0,Augment,45.0,TRUE,f,a,unfed,Amblyomma americanum,TZ,8/13/2020,TRUE
40,Amblyomma_americanum_f_a_iNat_unk_unfed_40998702.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999118e-01 8.2860952e-06 4.6898634e-07],1,Augment,55.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,TRUE
41,Amblyomma_americanum_f_a_iNat_unk_unfed_41687052.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999690e-01 6.9911692e-07 2.4342078e-06],1,Augment,114.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,FALSE
42,Amblyomma_americanum_f_a_iNat_unk_unfed_41704374.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999976e-01 2.6132739e-07 5.8229439e-08],1,Augment,75.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,TRUE
43,Amblyomma_americanum_f_a_iNat_unk_unfed_41865693.jpg,0,Amblyomma,1,Dermacentor,100.0,[4.1450295e-07 9.9999845e-01 1.1826517e-06],0,Augment,40.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,TRUE
44,Amblyomma_americanum_f_a_iNat_unk_unfed_42515396.jpg,0,Amblyomma,0,Amblyomma,98.71,[9.8708040e-01 1.2919628e-02 1.3119450e-09],1,Augment,14.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,TRUE
45,Amblyomma_americanum_f_a_iNat_unk_unfed_42746969.jpg,0,Amblyomma,1,Dermacentor,64.33,[3.5616976e-01 6.4325690e-01 5.7330448e-04],0,Keep,36.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,TRUE
46,Amblyomma_americanum_f_a_iNat_unk_unfed_42812814.jpg,0,Amblyomma,1,Dermacentor,98.71,[1.2384091e-02 9.8707843e-01 5.3752289e-04],0,Augment,27.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,TRUE
47,Amblyomma_americanum_f_a_iNat_unk_unfed_44510585.jpg,0,Amblyomma,0,Amblyomma,99.47,[9.9474394e-01 5.2512581e-03 4.7191061e-06],1,Keep,18.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,TRUE
48,Amblyomma_americanum_f_a_iNat_unk_unfed_44537300.jpg,0,Amblyomma,0,Amblyomma,99.4,[9.9402022e-01 5.9748036e-03 4.9431706e-06],1,Augment,33.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,TRUE
49,Amblyomma_americanum_f_a_iNat_unk_unfed_45343287.jpg,0,Amblyomma,0,Amblyomma,80.29,[8.0290127e-01 1.9696194e-01 1.3681574e-04],1,Augment,148.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,FALSE
50,Amblyomma_americanum_f_a_iNat_unk_unfed_45439834.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9997854e-01 1.5372329e-05 6.0228595e-06],1,Augment,100.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,TRUE
51,Amblyomma_americanum_f_a_iNat_unk_unfed_45689249.jpg,0,Amblyomma,0,Amblyomma,75.8,[0.75797415 0.23839606 0.00362986],1,Augment,40.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,TRUE
52,Amblyomma_americanum_f_a_iNat_unk_unfed_45828464.jpg,0,Amblyomma,1,Dermacentor,99.37,[6.3411687e-03 9.9365592e-01 2.9373739e-06],0,Augment,42.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,TRUE
53,Amblyomma_americanum_f_a_iNat_unk_unfed_45839954.jpg,0,Amblyomma,0,Amblyomma,100.0,[1.0000000e+00 4.8904568e-08 5.1561360e-09],1,Augment,121.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,FALSE
54,Amblyomma_americanum_f_a_iNat_unk_unfed_45932092.jpg,0,Amblyomma,0,Amblyomma,99.98,[9.9978513e-01 2.1493528e-04 4.0986446e-08],1,Augment,31.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/13/2020,TRUE
55,Amblyomma_americanum_f_a_iNat_unk_unfed_46996223.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999809e-01 1.0449135e-07 1.7287513e-06],1,Augment,42.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,TRUE
56,Amblyomma_americanum_f_a_iNat_unk_unfed_47014006.jpg,0,Amblyomma,0,Amblyomma,99.99,[9.99876261e-01 1.21378995e-04 2.37658242e-06],1,Augment,140.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,FALSE
57,Amblyomma_americanum_f_a_iNat_unk_unfed_47742827.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.99998569e-01 1.44709168e-06 1.04039014e-10],1,Augment,70.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,TRUE
58,Amblyomma_americanum_f_a_iNat_unk_unfed_47760045.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9998450e-01 1.5453234e-05 1.0039651e-08],1,Augment,110.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,FALSE
59,Amblyomma_americanum_f_a_iNat_unk_unfed_47804305.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.999995e-01 4.330020e-07 4.010467e-08],1,Augment,53.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,TRUE
60,Amblyomma_americanum_f_a_iNat_unk_unfed_47938139.jpg,0,Amblyomma,0,Amblyomma,99.94,[9.9935526e-01 4.1706290e-04 2.2769948e-04],1,Augment,42.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,TRUE
61,Amblyomma_americanum_f_a_iNat_unk_unfed_47944389.jpg,0,Amblyomma,1,Dermacentor,62.02,[3.7942562e-01 6.2016010e-01 4.1430420e-04],0,Augment,20.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,TRUE
62,Amblyomma_americanum_f_a_iNat_unk_unfed_47960080.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9998617e-01 1.3782544e-05 7.2594930e-09],1,Augment,100.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,FALSE
63,Amblyomma_americanum_f_a_iNat_unk_unfed_48243648.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9997211e-01 2.7849637e-05 2.0190589e-08],1,Augment,48.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,TRUE
64,Amblyomma_americanum_f_a_iNat_unk_unfed_48407498.jpg,0,Amblyomma,0,Amblyomma,100.0,[1.0000000e+00 5.7153073e-09 2.2821856e-09],1,Augment,81.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,FALSE
65,Amblyomma_americanum_f_a_iNat_unk_unfed_48448905.jpg,0,Amblyomma,0,Amblyomma,99.68,[9.9681336e-01 3.1730803e-03 1.3589699e-05],1,Augment,35.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,TRUE
66,Amblyomma_americanum_f_a_iNat_unk_unfed_49052394.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999869e-01 7.2643974e-07 6.4120923e-07],1,Augment,98.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,FALSE
67,Amblyomma_americanum_f_a_iNat_unk_unfed_49243032.jpg,0,Amblyomma,0,Amblyomma,100.0,[1.00000000e+00 1.39715235e-08 4.11523676e-10],1,Augment,45.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,TRUE
68,Amblyomma_americanum_f_a_iNat_unk_unfed_49577253.jpg,0,Amblyomma,2,Ixodes,68.6,[0.3120534 0.0018969 0.6860497],0,Augment,55.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,TRUE
69,Amblyomma_americanum_f_a_iNat_unk_unfed_49584564.jpg,0,Amblyomma,0,Amblyomma,100.0,[1.0000000e+00 1.3726806e-10 3.5732051e-10],1,Augment,54.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/12/2020,FALSE
70,Amblyomma_americanum_f_a_iNat_unk_unfed_49864735.jpg,0,Amblyomma,1,Dermacentor,61.19,[3.8787961e-01 6.1185116e-01 2.6923066e-04],0,Augment,20.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/11/2020,TRUE
71,Amblyomma_americanum_f_a_iNat_unk_unfed_50104181.jpg,0,Amblyomma,0,Amblyomma,92.07,[0.92072517 0.0742477  0.00502722],1,Augment,20.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/11/2020,TRUE
72,Amblyomma_americanum_f_a_iNat_unk_unfed_50285791.jpg,0,Amblyomma,0,Amblyomma,97.5,[9.7500902e-01 1.9896384e-04 2.4791975e-02],1,Augment,75.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/11/2020,FALSE
73,Amblyomma_americanum_f_a_iNat_unk_unfed_51249746.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999857e-01 1.3840216e-06 2.3004249e-08],1,Augment,27.0,TRUE,f,a,unfed,Amblyomma americanum,PS,8/3/2020,TRUE
74,Amblyomma_americanum_f_a_iNat_unk_unfed_51274274.jpg,0,Amblyomma,2,Ixodes,85.26,[4.7637831e-04 1.4695145e-01 8.5257220e-01],0,Augment,12.0,TRUE,f,a,unfed,Amblyomma americanum,PS,8/3/2020,TRUE
75,Amblyomma_americanum_f_a_iNat_unk_unfed_51389624.jpg,0,Amblyomma,0,Amblyomma,99.39,[0.9938606  0.00152355 0.00461588],1,Augment,34.0,TRUE,f,a,unfed,Amblyomma americanum,PS,8/3/2020,TRUE
76,Amblyomma_americanum_f_a_iNat_unk_unfed_51399175.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999988e-01 1.1936439e-07 5.2106990e-09],1,Augment,50.0,TRUE,f,a,unfed,Amblyomma americanum,PS,8/3/2020,TRUE
77,Amblyomma_americanum_f_a_iNat_unk_unfed_51430742.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999869e-01 1.3516230e-06 2.0307338e-08],1,Augment,40.0,TRUE,f,a,unfed,Amblyomma americanum,PS,8/3/2020,TRUE
78,Amblyomma_americanum_f_a_iNat_unk_unfed_52208058.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999976e-01 5.9065588e-08 2.2784424e-07],1,Augment,70.0,TRUE,f,a,unfed,Amblyomma americanum,PS,8/3/2020,TRUE
79,Amblyomma_americanum_f_a_iNat_unk_unfed_53088386.jpg,0,Amblyomma,0,Amblyomma,100.0,[1.0000000e+00 2.9932234e-09 4.6746863e-11],1,Augment,28.0,TRUE,f,a,unfed,Amblyomma americanum,PS,8/3/2020,TRUE
80,Amblyomma_americanum_f_a_iNat_unk_unfed_53647262.jpg,0,Amblyomma,0,Amblyomma,99.87,[9.9866819e-01 2.3170134e-04 1.1001683e-03],1,Augment,16.0,TRUE,f,a,unfed,Amblyomma americanum,PS,8/3/2020,TRUE
81,Amblyomma_americanum_f_a_iNat_unk_unfed_54066016.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9998426e-01 1.5647129e-05 1.6049533e-07],1,Augment,125.0,TRUE,f,a,unfed,Amblyomma americanum,PS,8/3/2020,FALSE
82,Amblyomma_americanum_f_a_iNat_unk_unfed_5636797.jpg,0,Amblyomma,1,Dermacentor,98.0,[1.9826924e-02 9.7999817e-01 1.7482987e-04],0,Augment,20.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/7/2020,TRUE
83,Amblyomma_americanum_f_a_iNat_unk_unfed_5641322.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9997163e-01 9.9633985e-07 2.7377539e-05],1,Augment,70.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/7/2020,FALSE
84,Amblyomma_americanum_f_a_iNat_unk_unfed_7320776.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999678e-01 3.2191992e-06 3.1556785e-10],1,Augment,130.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/7/2020,FALSE
85,Amblyomma_americanum_f_a_iNat_unk_unfed_8877398.jpg,0,Amblyomma,0,Amblyomma,98.65,[9.8646975e-01 1.3530310e-02 1.2939601e-11],1,Augment,20.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/7/2020,TRUE
86,Amblyomma_americanum_f_a_iNat_unk_unk_41791668.jpg,0,Amblyomma,0,Amblyomma,99.73,[9.9727374e-01 2.1243331e-03 6.0188194e-04],1,Augment,27.0,TRUE,f,a,unk,Amblyomma americanum,XL,8/13/2020,TRUE
87,Amblyomma_americanum_f_a_ta_unk_fed_200612-1903-30.jpg,0,Amblyomma,0,Amblyomma,99.98,[9.9975759e-01 2.4201642e-04 4.1538479e-07],1,Augment,20.0,TRUE,f,a,fed,Amblyomma americanum,XL,8/7/2020,TRUE
88,Amblyomma_americanum_f_a_ta_unk_unfed_200613-1050-65.jpg,0,Amblyomma,0,Amblyomma,63.58,[0.63581187 0.15123074 0.21295747],1,Augment,30.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/7/2020,TRUE
89,Amblyomma_americanum_f_a_ta_unk_unfed_200626-1118-34.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999881e-01 1.2491546e-06 4.9403320e-10],1,Augment,37.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/7/2020,TRUE
90,Amblyomma_americanum_f_a_ta_unk_unfed_200701-1529-17.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999571e-01 3.8511757e-06 4.7952636e-07],1,Augment,56.0,TRUE,f,a,unfed,Amblyomma americanum,XL,8/7/2020,TRUE
91,Amblyomma_americanum_f_a_ta_unk_unk_200526-1152-26.jpg,0,Amblyomma,0,Amblyomma,99.82,[9.9824512e-01 1.7468292e-03 8.1398239e-06],1,Augment,45.0,TRUE,f,a,unk,Amblyomma americanum,XL,08/06/2020,TRUE
92,Amblyomma_americanum_f_a_ta_unk_unk_200531-1508-16.jpg,0,Amblyomma,1,Dermacentor,66.64,[0.0022657  0.66643757 0.33129677],0,Keep,26.0,TRUE,f,a,unk,Amblyomma americanum,XL,8/7/2020,TRUE
93,Amblyomma_americanum_f_a_ta_unk_unk_200616-2154-42.jpg,0,Amblyomma,0,Amblyomma,99.97,[9.9970597e-01 2.6375818e-04 3.0327979e-05],1,Augment,26.0,TRUE,f,a,unk,Amblyomma americanum,XL,8/7/2020,TRUE
94,Amblyomma_americanum_m_a_iNat_unk_fed_20086384.jpg,0,Amblyomma,0,Amblyomma,89.4,[0.8939791  0.08563709 0.02038383],1,Augment,145.0,TRUE,m,a,fed,Amblyomma americanum,XL,8/8/2020,FALSE
95,Amblyomma_americanum_m_a_iNat_unk_fed_28310821.jpg,0,Amblyomma,1,Dermacentor,100.0,[2.2452794e-05 9.9996984e-01 7.7067989e-06],0,Augment,44.0,TRUE,m,a,fed,Amblyomma americanum,TZ,08/04/2020,TRUE
96,Amblyomma_americanum_m_a_iNat_unk_unfed_10762795.jpg,0,Amblyomma,0,Amblyomma,100.0,[9.9999964e-01 3.2865938e-07 1.7361922e-08],1,Keep,100.0,TRUE,m,a,unfed,Amblyomma americanum,XL,8/7/2020,FALSE
97,Amblyomma_americanum_m_a_iNat_unk_unfed_11827000.jpg,0,Amblyomma,0,Amblyomma,94.66,[9.4658864e-01 5.3340904e-02 7.0363742e-05],1,Augment,180.0,TRUE,m,a,unfed,Amblyomma americanum,XL,8/7/2020,FALSE
98,Amblyomma_americanum_m_a_iNat_unk_unfed_12421048.jpg,0,Amblyomma,2,Ixodes,37.68,[0.26637417 0.35685506 0.3767708 ],0,Augment,80.0,TRUE,m,a,unfed,Amblyomma americanum,XL,8/8/2020,FALSE
99,Amblyomma_americanum_m_a_iNat_unk_unfed_12760588.jpg,0,Amblyomma,0,Amblyomma,99.78,[9.9776053e-01 1.9924622e-03 2.4706914e-04],1,Augment,130.0,TRUE,m,a,unfed,Amblyomma americanum,XL,8/8/2020,FALSE
100,Amblyomma_americanum_m_a_iNat_unk_unfed_12802613.jpg,0,Amblyomma,0,Amblyomma,99.99,[9.9993968e-01 1.2115341e-06 5.9097852e-05],1,Augment,85.0,TRUE,m,a,unfed,Amblyomma americanum,XL,8/8/2020,FALSE
101,Amblyomma_americanum_m_a_iNat_unk_unfed_13216816.jpg,0,Amblyomma,0,Amblyomma,99.97,[9.9968112e-01 3.0210792e-04 1.6849373e-05],1,Augment,90.0,TRUE,m,a,unfed,Amblyomma americanum,XL,8/8/2020,FALSE
102,Amblyomma_americanum_m_a_iNat_unk_unfed_17832576.jpg,0,Amblyomma,0,Amblyomma,75.64,[0.75637287 0.21846744 0.02515968],1,Augment,55.0,TRUE,m,a,unfed,Amblyomma americanum,XL,8/8/2020,FALSE
103,Amblyomma_americanum_m_a_iNat_unk_unfed_21505282.jpg,0,Amblyomma,0,Amblyomma,98.82,[9.8819089e-01 8.4211686e-05 1.1724915e-02],1,Augment,140.0,TRUE,m,a,unfed,Amblyomma americanum,XL,8/8/2020,FALSE
